DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
92210964M,Camila,Hernández,Mèxic,Guadalajara,26,9,1978,Dona,2340.9,Sí,Grup C,Camila Hernández,No,1978-09-26,47,0.02
65159318X,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,758.1,No,Grup A,Luisa Cruz Ramírez,No,1985-02-19,41,0.05
59717596Z,Camila,Cruz Ramírez,Mèxic,Guadalajara,4,10,1994,Dona,1860.48,Sí,Grup C,Camila Cruz Ramírez,No,1994-10-04,31,0.02
56402346W,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1516.28,Sí,Grup B,Carlos Ramírez,No,1959-03-21,67,0.035
16928694K,Inês,Ferreira Silva,Portugal,Lisboa,25,2,1953,Dona,1184.04,No,Grup B,Inês Ferreira Silva,No,1953-02-25,73,0.035
23837247D,Miguel,Oliveira Pereira,Portugal,Lisboa,19,9,1978,Home,2293.98,No,Grup C,Miguel Oliveira Pereira,No,1978-09-19,47,0.02
78873166E,Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,,1022.7,No,Grup A,Beatriz Ferreira Ferreira,No,1952-11-17,73,0.05
91487269P,Maria,Silva Oliveira,Portugal,Lisboa,4,9,1993,,3125.52,No,Grup D,Maria Silva Oliveira,No,1993-09-04,32,0.08
18575690Y,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1286.25,No,Grup A,João Oliveira Ferreira,No,1985-03-21,41,0.05
29550519X,Miguel,Silva,Portugal,Lisboa,12,6,1971,,941.85,No,Grup A,Miguel Silva,No,1971-06-12,54,0.05
93757958D,Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1177.05,Sí,Grup A,Inês Silva,No,1990-08-20,35,0.05
74821823F,Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Dona,1602.18,Sí,Grup B,Beatriz Oliveira Ferreira,No,1985-09-05,40,0.035
19113138L,João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1339.8,No,Grup A,João Oliveira,No,1979-07-01,46,0.05
31397148Y,João,Silva,Portugal,Lisboa,2,7,1994,Home,1715.7,No,Grup A,João Silva,No,1994-07-02,31,0.05
15021643F,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1326.15,No,Grup A,Tiago Ferreira Pereira,No,1959-03-15,67,0.05
69796526G,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,721.35,No,Grup A,Inês Oliveira Ferreira,No,1970-05-02,56,0.05
74293523P,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2076.21,No,Grup B,Sofia Oliveira,No,1998-04-02,28,0.035
49962478C,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1499.72,No,Grup B,Sofia Silva Oliveira,No,1977-08-13,48,0.035
96925654W,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1727.42,No,Grup B,Rui Oliveira Silva,No,1992-08-25,33,0.035
25997800F,Beatriz,Ferreira Pereira,Portugal,Lisboa,25,10,2004,Dona,2566.08,Sí,Grup D,Beatriz Ferreira Pereira,No,2004-10-25,21,0.08
22381649M,Inês,Silva,Portugal,Lisboa,28,2,1980,Dona,1589.16,Sí,Grup C,Inês Silva,No,1980-02-28,46,0.02
88420532P,Rui,Oliveira,Portugal,Lisboa,9,3,1951,Home,1931.88,No,Grup C,Rui Oliveira,No,1951-03-09,75,0.02
85620401P,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1311.34,No,Grup B,Rui Silva Silva,No,1958-05-06,68,0.035
91877877E,Tiago,Ferreira,Portugal,Porto,22,11,1993,Home,1308.3,Sí,Grup A,Tiago Ferreira,No,1993-11-22,32,0.05
62356732M,Tiago,Silva Pereira,Portugal,Porto,24,3,1980,Home,1502.55,No,Grup A,Tiago Silva Pereira,No,1980-03-24,46,0.05
68455541R,Sofia,Oliveira,Portugal,Porto,5,7,1952,Dona,1462.46,No,Grup B,Sofia Oliveira,No,1952-07-05,73,0.035
72940295V,Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1421.7,Sí,Grup A,Tiago Oliveira,No,1989-03-22,37,0.05
87072861Y,Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1262.1,No,Grup A,Miguel Ferreira,No,1990-02-19,36,0.05
99946609J,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,1000.65,No,Grup A,Inês Silva Oliveira,No,1986-02-11,40,0.05
69723912X,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1081.5,No,Grup A,Miguel Oliveira Pereira,No,1958-04-19,68,0.05
51927396G,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1730.52,No,Grup B,Maria Pereira Pereira,No,1980-06-19,45,0.035
18647358J,Maria,Silva,Portugal,Porto,14,12,1991,Altres,2507.16,No,Grup C,Maria Silva,No,1991-12-14,34,0.02
49127195L,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1629.09,Sí,Grup B,Beatriz Ferreira,No,1950-05-11,76,0.035
77255461X,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1962.36,Sí,Grup B,Maria Ferreira Ferreira,No,1996-03-04,30,0.035
73326255V,João,Silva,Portugal,Porto,23,10,1970,Home,2053.44,Sí,Grup B,João Silva,No,1970-10-23,55,0.035
49728917R,Sophie,Taylor,Regne Unit,Londres,27,2,1983,Dona,1542.45,No,Grup A,Sophie Taylor,No,1983-02-27,43,0.05
30477300W,Sophie,Brown,Regne Unit,Londres,12,5,1956,Dona,1562.64,No,Grup C,Sophie Brown,No,1956-05-12,70,0.02
98761038G,Olivia,Jones Brown,Regne Unit,Londres,20,1,1965,Altres,2509.2,Sí,Grup C,Olivia Jones Brown,No,1965-01-20,61,0.02
43731528C,Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,956.55,Sí,Grup A,Oliver Jones,No,1959-06-01,67,0.05
15594293F,Emily,Jones,Regne Unit,Londres,15,11,1969,Dona,1318.59,No,Grup B,Emily Jones,No,1969-11-15,56,0.035
66854670R,George,Jones Taylor,Regne Unit,Londres,27,5,2000,,2173.5,No,Grup B,George Jones Taylor,No,2000-05-27,25,0.035
15056420W,George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1191.75,Sí,Grup A,George Taylor Taylor,No,1965-09-08,60,0.05
66434842X,James,Smith,Regne Unit,Londres,1,6,1954,Home,1131.9,No,Grup A,James Smith,No,1954-06-01,72,0.05
65737147M,William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1204.35,Sí,Grup A,William Brown Smith,No,1959-07-17,66,0.05
25331092S,Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,718.2,No,Grup A,Sophie Jones,No,1963-01-26,63,0.05
58817861M,Isla,Brown Jones,Regne Unit,Londres,5,3,1954,Altres,2325.6,Sí,Grup C,Isla Brown Jones,No,1954-03-05,72,0.02
16218169P,William,Brown,Regne Unit,Londres,24,2,1991,Home,1046.85,Sí,Grup A,William Brown,No,1991-02-24,35,0.05
52604206S,Olivia,Taylor,Regne Unit,Londres,13,9,1992,,1486.8,Sí,Grup A,Olivia Taylor,No,1992-09-13,33,0.05
96612764F,Isla,Smith Brown,Regne Unit,Londres,24,9,1991,Dona,2212.38,Sí,Grup C,Isla Smith Brown,No,1991-09-24,34,0.02
42592903R,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1312.5,Sí,Grup A,Emily Taylor,No,1976-03-24,50,0.05
25490219L,William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1700.5,Sí,Grup B,William Smith Smith,No,1952-12-01,73,0.035
50261072D,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1721.2,No,Grup B,Sophie Taylor Smith,No,2005-12-26,20,0.035
74953524F,Sophie,Brown,Regne Unit,Londres,17,5,1983,Dona,2232.78,Sí,Grup C,Sophie Brown,No,1983-05-17,43,0.02
67837921D,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1298.85,No,Grup A,Isla Taylor Smith,No,1965-05-07,61,0.05
14371347B,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1067.85,No,Grup A,William Taylor,No,1957-10-11,68,0.05
37846341L,Isla,Jones,Regne Unit,Manchester,26,6,1985,Dona,1461.42,Sí,Grup B,Isla Jones,No,1985-06-26,40,0.035
86350703G,Sophie,Smith,Regne Unit,Manchester,8,1,1957,Dona,1297.89,Sí,Grup B,Sophie Smith,No,1957-01-08,69,0.035
89577876S,Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Dona,2104.15,No,Grup B,Emily Taylor Jones,No,1958-03-28,68,0.035
57441590Y,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1186.5,Sí,Grup A,George Brown Jones,No,1979-12-27,46,0.05
58204038A,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1074.15,No,Grup A,Olivia Brown Brown,No,1952-08-28,73,0.05
28367234K,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1256.85,No,Grup A,Isla Jones Brown,No,1999-03-28,27,0.05
82046699J,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1475.25,Sí,Grup A,William Smith,No,1997-05-19,29,0.05
