id,name,surname,phone,email,birth_date,country,city,postal_code,address,signup_date,user_segment,income_band
3426,Ddbaoj,Zvzwbvgd,+95-711-1002,ddbaoj.zvzwbvgd@example.com,"Jun 27, 1997",Canada,Kitchener,N2A 0A1,952 Zvzwbvgd St,2014-12-22,frequent_shopper,very_high
3441,Cidlry,Djjjqcbd,+93-245-8455,cidlry.djjjqcbd@example.com,"Jun 17, 1952",United States,New York,10001,841 Djjjqcbd St,2015-05-13,occasional,medium
3443,Zeerpq,Mqubzlhs,+48-606-7793,zeerpq.mqubzlhs@example.com,"Apr 1, 1953",United States,Chicago,60601,485 Mqubzlhs St,2013-09-29,established,medium
3447,Jltlrj,Eugrlysh,+31-964-5906,jltlrj.eugrlysh@example.com,"Oct 28, 1983",Canada,Hamilton,L8E 0A1,933 Eugrlysh St,2014-11-27,young_professional,high
3450,Kuynzt,Hnhtjbey,+89-606-2809,kuynzt.hnhtjbey@example.com,"Nov 20, 1998",United States,Chicago,60601,634 Hnhtjbey St,2013-11-28,family,medium
3454,Vhswej,Jcxirhfr,+93-530-9303,vhswej.jcxirhfr@example.com,"Aug 20, 1997",United States,San Jose,95101,280 Jcxirhfr St,2013-01-19,occasional,low
3457,Gxjeod,Zdmivfyv,+80-721-4447,gxjeod.zdmivfyv@example.com,"Feb 1, 1952",Canada,Toronto,M5A 1A1,503 Zdmivfyv St,2013-06-03,occasional,low
3461,Bbyrvm,Htmnbjlz,+61-788-7630,bbyrvm.htmnbjlz@example.com,"Feb 20, 1964",United States,Dallas,75201,45 Htmnbjlz St,2015-03-08,occasional,high
3462,Qrokep,Qqvhdwdl,+69-922-6986,qrokep.qqvhdwdl@example.com,"Feb 19, 1961",United States,New York,10001,106 Qqvhdwdl St,2014-09-11,occasional,medium
3466,Byuqto,Tdospzub,+70-675-9412,byuqto.tdospzub@example.com,"Oct 25, 2004",United States,Chicago,60601,496 Tdospzub St,2015-07-19,frequent_shopper,high
3479,Yrhkvg,Nbsjkbrv,+51-223-5125,yrhkvg.nbsjkbrv@example.com,"May 28, 1954",United States,Philadelphia,19101,109 Nbsjkbrv St,2013-01-08,established,high
3489,Iezuqb,Mislfnuc,+89-460-5751,iezuqb.mislfnuc@example.com,"Nov 21, 1976",United States,Chicago,60601,943 Mislfnuc St,2014-08-29,young_professional,medium
3496,Nezcaw,Fwezbtnl,+91-959-4847,nezcaw.fwezbtnl@example.com,"May 5, 1978",United States,San Diego,92101,222 Fwezbtnl St,2013-07-06,frequent_shopper,very_high
3504,Ugbean,Gqsiohrf,+82-945-7138,ugbean.gqsiohrf@example.com,"Mar 19, 1962",United States,Houston,77001,825 Gqsiohrf St,2013-04-03,established,medium
3515,Gputut,Mpkksgsm,+53-897-5341,gputut.mpkksgsm@example.com,"Mar 14, 1996",United States,Houston,77001,647 Mpkksgsm St,2013-03-15,frequent_shopper,high
3521,Eayyet,Lcjqstry,+33-687-3027,eayyet.lcjqstry@example.com,"Jul 20, 1967",United States,San Diego,92101,832 Lcjqstry St,2016-03-25,occasional,medium
3534,Cfpnvq,Gmdbgwxw,+89-637-5279,cfpnvq.gmdbgwxw@example.com,"Jun 5, 1971",United States,Philadelphia,19101,694 Gmdbgwxw St,2013-06-19,frequent_shopper,medium
3537,Zxjzsi,Fhyfdmmu,+83-150-6544,zxjzsi.fhyfdmmu@example.com,"Feb 26, 1983",Canada,Hamilton,L8E 0A1,800 Fhyfdmmu St,2014-04-01,frequent_shopper,high
3541,Kolrib,Ygiwimik,+77-916-2130,kolrib.ygiwimik@example.com,"Jul 7, 1962",United States,Dallas,75201,809 Ygiwimik St,2013-06-04,established,low
3548,Cvwmou,Kvekofzz,+88-144-3859,cvwmou.kvekofzz@example.com,"Sep 10, 1969",United States,San Antonio,78201,669 Kvekofzz St,2014-10-15,occasional,low
3553,Evblkj,Prkykddd,+81-857-9762,evblkj.prkykddd@example.com,"Mar 5, 1984",Canada,Quebec City,G1A 0A1,10 Prkykddd St,2014-03-14,frequent_shopper,medium
3563,Kocbdg,Wkzjlfpk,+34-666-6653,kocbdg.wkzjlfpk@example.com,"Jul 8, 1968",Canada,Vancouver,V5K 0A1,48 Wkzjlfpk St,2014-05-14,established,medium
3582,Pegcmf,Lekpzxyt,+96-873-3215,pegcmf.lekpzxyt@example.com,"Feb 24, 2002",Canada,Montreal,H1A 0A1,43 Lekpzxyt St,2013-11-23,student,medium
3584,Udzvzn,Btiiokei,+91-741-2822,udzvzn.btiiokei@example.com,"Apr 6, 1977",United States,San Jose,95101,188 Btiiokei St,2014-09-21,occasional,low
3591,Fdfpff,Vnvlnphi,+71-994-8776,fdfpff.vnvlnphi@example.com,"Mar 20, 1957",Canada,Montreal,H1A 0A1,842 Vnvlnphi St,2014-12-19,occasional,medium
3593,Rubiiu,Yydcuhjy,+62-916-4035,rubiiu.yydcuhjy@example.com,"Jan 26, 1999",Canada,Vancouver,V5K 0A1,749 Yydcuhjy St,2015-05-11,student,medium
3604,Tittgf,Sorqpmym,+54-247-8640,tittgf.sorqpmym@example.com,"May 14, 1978",United States,San Diego,92101,854 Sorqpmym St,2013-11-20,young_professional,high
3605,Xseqlg,Qmpvqwgb,+90-802-8176,xseqlg.qmpvqwgb@example.com,"May 6, 1996",Canada,Edmonton,T5A 0A1,347 Qmpvqwgb St,2013-06-03,frequent_shopper,high
3614,Mavqam,Sqzdauxb,+41-945-6317,mavqam.sqzdauxb@example.com,"May 20, 1999",Canada,Calgary,T1Y 0A1,371 Sqzdauxb St,2013-09-23,young_professional,high
3622,Islaip,Voewmcif,+88-548-1686,islaip.voewmcif@example.com,"Mar 6, 1987",Canada,Toronto,M5A 1A1,401 Voewmcif St,2013-07-12,frequent_shopper,low
3627,Wlkplf,Jytcuucs,+83-578-5995,wlkplf.jytcuucs@example.com,"Apr 14, 1999",Canada,Ottawa,K1A 0A1,166 Jytcuucs St,2015-01-03,young_professional,medium
3635,Ekwsap,Ffxtykjl,+87-114-5825,ekwsap.ffxtykjl@example.com,"Nov 24, 1972",United States,Phoenix,85001,139 Ffxtykjl St,2015-04-04,family,medium
3641,Rqsshm,Xqqqgrhf,+81-516-4444,rqsshm.xqqqgrhf@example.com,"Jan 22, 1964",Canada,Winnipeg,R2C 0A1,637 Xqqqgrhf St,2013-10-09,established,high
3643,Bsgeyo,Nfwtqxib,+56-817-2534,bsgeyo.nfwtqxib@example.com,"Nov 22, 1961",Canada,Vancouver,V5K 0A1,273 Nfwtqxib St,2013-07-18,occasional,high
3644,Tmkbzo,Aflbveru,+48-121-7507,tmkbzo.aflbveru@example.com,"Dec 24, 1957",United States,Chicago,60601,646 Aflbveru St,2014-07-06,occasional,medium
3646,Gyrmpj,Dfzdcztm,+50-649-6666,gyrmpj.dfzdcztm@example.com,"Feb 24, 1975",United States,San Diego,92101,882 Dfzdcztm St,2015-03-02,family,medium
3655,Cakzav,Mycdeeyk,+41-359-5725,cakzav.mycdeeyk@example.com,"Jan 6, 1998",Canada,Toronto,M5A 1A1,478 Mycdeeyk St,2014-09-20,occasional,medium
3664,Wsdtbu,Kuenmefy,+41-732-5635,wsdtbu.kuenmefy@example.com,"Nov 4, 1963",United States,Philadelphia,19101,63 Kuenmefy St,2014-01-03,occasional,medium
3677,Ikbojf,Ulcaxcar,+96-377-3313,ikbojf.ulcaxcar@example.com,"May 12, 1977",Canada,Toronto,M5A 1A1,365 Ulcaxcar St,2015-07-13,family,medium
3685,Qmsdkp,Ebhiklqm,+98-866-4424,qmsdkp.ebhiklqm@example.com,"Nov 1, 1953",Canada,Winnipeg,R2C 0A1,739 Ebhiklqm St,2015-06-09,premium,very_high
3687,Xwdofr,Jnfgizwd,+63-289-9001,xwdofr.jnfgizwd@example.com,"Feb 7, 1970",Canada,Ottawa,K1A 0A1,815 Jnfgizwd St,2014-12-08,frequent_shopper,low
3690,Itvkwg,Quuvzuwx,+45-545-8956,itvkwg.quuvzuwx@example.com,"Apr 3, 1977",Canada,Calgary,T1Y 0A1,639 Quuvzuwx St,2013-07-08,young_professional,high
3692,Tilrxr,Zrqkefve,+67-396-5527,tilrxr.zrqkefve@example.com,"Dec 8, 1997",United States,Dallas,75201,634 Zrqkefve St,2014-06-20,frequent_shopper,high
3709,Fjkkim,Cczxxskd,+81-757-1725,fjkkim.cczxxskd@example.com,"Oct 14, 1967",Canada,Montreal,H1A 0A1,153 Cczxxskd St,2014-03-09,established,medium
3716,Havikv,Vqwzhltj,+87-497-9781,havikv.vqwzhltj@example.com,"Apr 27, 1957",Canada,Edmonton,T5A 0A1,546 Vqwzhltj St,2013-10-06,premium,very_high
3719,Otesug,Ompbazjy,+69-910-9177,otesug.ompbazjy@example.com,"Apr 1, 1957",Canada,Calgary,T1Y 0A1,289 Ompbazjy St,2013-06-30,established,high
3724,Wfuwzl,Yexbtbor,+55-998-8605,wfuwzl.yexbtbor@example.com,"Jan 7, 1958",Canada,Winnipeg,R2C 0A1,319 Yexbtbor St,2015-01-31,established,low
3725,Nzyoou,Ucekbpod,+38-998-2533,nzyoou.ucekbpod@example.com,"Aug 19, 1957",Canada,Vancouver,V5K 0A1,554 Ucekbpod St,2014-11-11,established,medium
3726,Urdlig,Fjpersdw,+37-154-4742,urdlig.fjpersdw@example.com,"May 4, 1973",Canada,Vancouver,V5K 0A1,641 Fjpersdw St,2013-11-13,frequent_shopper,medium
3727,Kebleu,Herbtogt,+62-464-7287,kebleu.herbtogt@example.com,"Oct 26, 1953",United States,San Diego,92101,188 Herbtogt St,2013-12-08,occasional,high
3730,Vijnki,Oacrjfew,+87-845-3508,vijnki.oacrjfew@example.com,"Sep 2, 1953",Canada,Edmonton,T5A 0A1,491 Oacrjfew St,2013-02-07,occasional,high
3739,Dfcwtz,Gnsombfd,+92-981-9785,dfcwtz.gnsombfd@example.com,"Jun 20, 1973",Canada,Quebec City,G1A 0A1,352 Gnsombfd St,2013-06-18,frequent_shopper,high
3745,Qouapn,Whydhbbx,+71-722-1889,qouapn.whydhbbx@example.com,"Sep 1, 1959",Canada,Vancouver,V5K 0A1,797 Whydhbbx St,2013-11-02,occasional,high
3759,Xnkrac,Aqsuzjpe,+46-125-6145,xnkrac.aqsuzjpe@example.com,"Sep 6, 1988",Canada,Hamilton,L8E 0A1,663 Aqsuzjpe St,2013-04-22,frequent_shopper,high
3768,Ciskqr,Lctbygzu,+89-254-2065,ciskqr.lctbygzu@example.com,"Jul 15, 1991",Canada,Winnipeg,R2C 0A1,981 Lctbygzu St,2014-01-17,frequent_shopper,medium
3778,Hvmdrs,Lysbglwc,+87-272-7155,hvmdrs.lysbglwc@example.com,"Sep 5, 1956",Canada,Calgary,T1Y 0A1,358 Lysbglwc St,2015-01-10,frequent_shopper,very_high
3801,Hbeuke,Yvyvnrek,+42-731-3814,hbeuke.yvyvnrek@example.com,"Oct 27, 1999",Canada,Hamilton,L8E 0A1,401 Yvyvnrek St,2013-08-01,student,medium
3802,Tktvyj,Hkuvmbad,+92-101-9127,tktvyj.hkuvmbad@example.com,"Mar 5, 2001",Canada,Edmonton,T5A 0A1,319 Hkuvmbad St,2013-09-29,student,low
3805,Zgdjtt,Ndxjctud,+52-827-5024,zgdjtt.ndxjctud@example.com,"Dec 26, 1999",Canada,Toronto,M5A 1A1,299 Ndxjctud St,2013-07-21,student,low
3807,Iupcbo,Pbqsqpjv,+56-754-4461,iupcbo.pbqsqpjv@example.com,"May 1, 1990",United States,San Jose,95101,270 Pbqsqpjv St,2013-09-11,frequent_shopper,medium
3808,Blmbve,Dcpfrpgf,+57-227-9971,blmbve.dcpfrpgf@example.com,"Jun 21, 1958",Canada,Quebec City,G1A 0A1,501 Dcpfrpgf St,2013-01-10,established,medium
3810,Kfahfj,Zfsnhvyc,+64-488-5469,kfahfj.zfsnhvyc@example.com,"Apr 14, 2000",Canada,Quebec City,G1A 0A1,957 Zfsnhvyc St,2014-07-14,young_professional,medium
3812,Jrdfci,Ujbsxlbx,+37-481-7265,jrdfci.ujbsxlbx@example.com,"Jun 8, 1958",United States,New York,10001,725 Ujbsxlbx St,2015-07-06,occasional,medium
3824,Poszxs,Rdjlvjlw,+84-834-7206,poszxs.rdjlvjlw@example.com,"Jan 16, 1987",United States,Chicago,60601,304 Rdjlvjlw St,2013-07-10,family,medium
3826,Nusxfv,Wiqcqfmx,+77-860-8331,nusxfv.wiqcqfmx@example.com,"Oct 4, 1951",United States,Philadelphia,19101,523 Wiqcqfmx St,2014-05-04,established,medium
3835,Tbfvth,Oafqoqbo,+57-379-7963,tbfvth.oafqoqbo@example.com,"Apr 5, 2001",United States,San Diego,92101,962 Oafqoqbo St,2015-02-22,premium,high
3848,Rldovb,Uszktqjm,+52-835-1218,rldovb.uszktqjm@example.com,"Aug 7, 1986",Canada,Ottawa,K1A 0A1,553 Uszktqjm St,2013-01-01,occasional,low
3864,Fahdkv,Wkqhvynb,+78-732-8835,fahdkv.wkqhvynb@example.com,"Jun 18, 1984",Canada,Hamilton,L8E 0A1,32 Wkqhvynb St,2014-05-24,frequent_shopper,high
3870,Aeauxm,Qdxsikdj,+58-347-7783,aeauxm.qdxsikdj@example.com,"Sep 3, 1968",United States,Los Angeles,90001,482 Qdxsikdj St,2015-02-02,established,low
3871,Wkgppo,Wxcqutnz,+61-340-9064,wkgppo.wxcqutnz@example.com,"Apr 9, 1976",United States,Chicago,60601,502 Wxcqutnz St,2014-08-05,frequent_shopper,medium
3872,Qhynhs,Lwhlhgny,+39-472-1705,qhynhs.lwhlhgny@example.com,"Jul 24, 1989",Canada,Vancouver,V5K 0A1,367 Lwhlhgny St,2014-05-30,young_professional,low
3887,Nbvoyd,Wfbywpdm,+57-128-5047,nbvoyd.wfbywpdm@example.com,"Mar 28, 1978",Canada,Calgary,T1Y 0A1,638 Wfbywpdm St,2013-06-24,family,medium
3891,Elijrp,Bwleugth,+68-176-3799,elijrp.bwleugth@example.com,"Aug 13, 1986",Canada,Montreal,H1A 0A1,728 Bwleugth St,2014-04-19,young_professional,low
3901,Izhuym,Jmayqhar,+63-904-9224,izhuym.jmayqhar@example.com,"Feb 13, 1998",Canada,Vancouver,V5K 0A1,503 Jmayqhar St,2016-02-26,frequent_shopper,high
3902,Novmmv,Boznhdmn,+63-921-3866,novmmv.boznhdmn@example.com,"Feb 23, 2006",Canada,Montreal,H1A 0A1,112 Boznhdmn St,2013-02-12,frequent_shopper,high
3903,Bxtnis,Lfjvjpgo,+91-334-9242,bxtnis.lfjvjpgo@example.com,"Dec 16, 1973",United States,Chicago,60601,859 Lfjvjpgo St,2015-04-06,frequent_shopper,medium
3904,Ugtusx,Aoxdlemv,+65-997-4681,ugtusx.aoxdlemv@example.com,"Jan 6, 1953",Canada,Quebec City,G1A 0A1,888 Aoxdlemv St,2015-01-29,occasional,medium
3908,Villnz,Cshciqiv,+39-760-2600,villnz.cshciqiv@example.com,"Apr 23, 1957",Canada,Toronto,M5A 1A1,563 Cshciqiv St,2013-06-17,established,low
3910,Cxojyd,Heqwvdiw,+44-787-5547,cxojyd.heqwvdiw@example.com,"Aug 28, 1993",United States,Dallas,75201,172 Heqwvdiw St,2013-10-10,occasional,medium
3915,Jjklqr,Gnkbatxj,+39-478-8690,jjklqr.gnkbatxj@example.com,"Jan 23, 1969",Canada,Montreal,H1A 0A1,369 Gnkbatxj St,2013-08-28,occasional,high
3917,Vdcwvq,Mlepovob,+62-828-3213,vdcwvq.mlepovob@example.com,"Nov 20, 2005",United States,Dallas,75201,638 Mlepovob St,2014-12-17,young_professional,medium
3925,Kbnwjx,Pffzcugi,+38-845-3430,kbnwjx.pffzcugi@example.com,"Mar 6, 1964",United States,San Diego,92101,665 Pffzcugi St,2014-03-28,established,medium
3932,Amhiax,Irmqozry,+39-894-1178,amhiax.irmqozry@example.com,"Jul 6, 1986",Canada,Quebec City,G1A 0A1,645 Irmqozry St,2013-01-22,young_professional,medium
3933,Qssuxx,Xevnzvnd,+45-558-1271,qssuxx.xevnzvnd@example.com,"Feb 13, 1966",Canada,Calgary,T1Y 0A1,30 Xevnzvnd St,2014-06-03,occasional,medium
3939,Pvhtms,Imcrpewu,+59-921-7520,pvhtms.imcrpewu@example.com,"Jan 25, 1963",Canada,Kitchener,N2A 0A1,175 Imcrpewu St,2014-09-18,occasional,high
3941,Fxqgqy,Mnojkinc,+74-668-7494,fxqgqy.mnojkinc@example.com,"Aug 21, 1993",Canada,Toronto,M5A 1A1,19 Mnojkinc St,2013-07-29,occasional,medium
3949,Wuircp,Bzuxhvyi,+30-395-2349,wuircp.bzuxhvyi@example.com,"Dec 24, 1989",Canada,Quebec City,G1A 0A1,955 Bzuxhvyi St,2013-04-23,family,low
3951,Exwaop,Emnsmcid,+91-572-6186,exwaop.emnsmcid@example.com,"Feb 19, 1989",Canada,Winnipeg,R2C 0A1,897 Emnsmcid St,2013-10-10,frequent_shopper,medium
3953,Oqzwah,Rpkdzkmo,+99-182-7855,oqzwah.rpkdzkmo@example.com,"Sep 5, 1973",Canada,Edmonton,T5A 0A1,281 Rpkdzkmo St,2014-06-01,frequent_shopper,high
3956,Kglgsh,Puvzwjyv,+81-117-7650,kglgsh.puvzwjyv@example.com,"Feb 24, 1985",Canada,Hamilton,L8E 0A1,244 Puvzwjyv St,2013-04-28,family,medium
3967,Pobhxr,Ocqveiel,+42-983-3689,pobhxr.ocqveiel@example.com,"Aug 4, 1960",Canada,Calgary,T1Y 0A1,701 Ocqveiel St,2013-02-19,occasional,medium
3969,Ktqvjt,Sgcttfcg,+81-767-5165,ktqvjt.sgcttfcg@example.com,"Dec 8, 2006",United States,Philadelphia,19101,366 Sgcttfcg St,2013-07-16,student,low
3974,Ofqyht,Seywjyjq,+54-705-3537,ofqyht.seywjyjq@example.com,"Nov 22, 1982",United States,Phoenix,85001,954 Seywjyjq St,2014-03-28,frequent_shopper,very_high
3977,Vcdvnd,Occktzsi,+84-617-9207,vcdvnd.occktzsi@example.com,"Apr 24, 1991",United States,Los Angeles,90001,431 Occktzsi St,2014-01-26,occasional,medium
3987,Gjqdxy,Jfclhpcn,+81-558-3466,gjqdxy.jfclhpcn@example.com,"Aug 19, 2000",Canada,Kitchener,N2A 0A1,862 Jfclhpcn St,2016-11-27,premium,high
3991,Bkcezi,Frwouzjb,+62-688-2065,bkcezi.frwouzjb@example.com,"Jun 24, 1993",United States,Los Angeles,90001,698 Frwouzjb St,2014-02-08,occasional,medium
3993,Tolzxc,Hsthuwze,+70-548-8663,tolzxc.hsthuwze@example.com,"Nov 19, 1966",Canada,Vancouver,V5K 0A1,168 Hsthuwze St,2014-12-15,established,high
4003,Xmvhkv,Dafvbyas,+47-922-3105,xmvhkv.dafvbyas@example.com,"Sep 20, 1954",Canada,Winnipeg,R2C 0A1,511 Dafvbyas St,2014-07-28,established,medium
4005,Ijwttw,Ksaijrvz,+58-664-9523,ijwttw.ksaijrvz@example.com,"Oct 13, 2006",Canada,Hamilton,L8E 0A1,429 Ksaijrvz St,2014-06-02,young_professional,medium
4032,Ywcseh,Apdfsapt,+86-873-6632,ywcseh.apdfsapt@example.com,"Apr 13, 1954",Canada,Vancouver,V5K 0A1,716 Apdfsapt St,2014-11-12,occasional,high
4039,Estyey,Bqnbmnpp,+61-152-3631,estyey.bqnbmnpp@example.com,"Feb 17, 1999",United States,Houston,77001,346 Bqnbmnpp St,2014-03-01,student,medium
4045,Sytgse,Mtjrtxkt,+77-336-2537,sytgse.mtjrtxkt@example.com,"Feb 12, 1970",Canada,Hamilton,L8E 0A1,500 Mtjrtxkt St,2015-10-16,family,medium
4058,Rsigkq,Mhmabmpe,+63-952-1552,rsigkq.mhmabmpe@example.com,"Feb 11, 1973",Canada,Quebec City,G1A 0A1,140 Mhmabmpe St,2018-01-01,occasional,medium
4063,Pwyxvr,Xnfmgfsj,+44-292-5363,pwyxvr.xnfmgfsj@example.com,"Mar 17, 1991",Canada,Kitchener,N2A 0A1,101 Xnfmgfsj St,2014-08-09,occasional,medium
4065,Uflwpq,Aeztmprr,+71-307-3674,uflwpq.aeztmprr@example.com,"Aug 4, 1977",Canada,Ottawa,K1A 0A1,850 Aeztmprr St,2013-08-07,frequent_shopper,low
4066,Desefc,Qpgyfcxb,+40-538-8295,desefc.qpgyfcxb@example.com,"Sep 12, 1996",United States,Chicago,60601,615 Qpgyfcxb St,2014-07-07,young_professional,low
4073,Hdouqv,Hjckthga,+33-207-8069,hdouqv.hjckthga@example.com,"Aug 15, 1983",United States,Phoenix,85001,249 Hjckthga St,2014-08-19,family,low
4078,Vobgxi,Dwysglif,+35-591-3275,vobgxi.dwysglif@example.com,"Nov 18, 1995",Canada,Edmonton,T5A 0A1,695 Dwysglif St,2013-11-05,frequent_shopper,low
4080,Sieioq,Xfaviwae,+67-186-5161,sieioq.xfaviwae@example.com,"Apr 4, 1982",Canada,Kitchener,N2A 0A1,890 Xfaviwae St,2014-12-20,family,medium
4087,Qwteis,Tmshlacq,+55-941-6605,qwteis.tmshlacq@example.com,"Sep 11, 1994",Canada,Kitchener,N2A 0A1,96 Tmshlacq St,2013-12-18,family,medium
4091,Zcntnu,Qybopman,+65-941-7899,zcntnu.qybopman@example.com,"Jan 18, 1975",Canada,Montreal,H1A 0A1,983 Qybopman St,2013-04-10,occasional,medium
4096,Vcxvbf,Ghypbjhv,+42-515-6089,vcxvbf.ghypbjhv@example.com,"Oct 21, 1964",Canada,Toronto,M5A 1A1,304 Ghypbjhv St,2014-03-28,premium,very_high
4124,Xwsrwz,Muhzcuhi,+31-766-6183,xwsrwz.muhzcuhi@example.com,"Oct 8, 1982",Canada,Vancouver,V5K 0A1,33 Muhzcuhi St,2013-09-23,occasional,medium
4136,Kskhna,Lrhupmby,+65-536-1524,kskhna.lrhupmby@example.com,"May 6, 1965",United States,San Jose,95101,161 Lrhupmby St,2015-08-05,established,high
4147,Anibng,Hcmfbipw,+81-986-4591,anibng.hcmfbipw@example.com,"Jan 20, 1968",Canada,Hamilton,L8E 0A1,70 Hcmfbipw St,2015-05-18,occasional,high
4148,Feijlx,Kngahkrn,+47-900-3343,feijlx.kngahkrn@example.com,"Oct 23, 1989",Canada,Hamilton,L8E 0A1,531 Kngahkrn St,2013-10-11,family,medium
4153,Hmswwj,Dbracptb,+81-826-6977,hmswwj.dbracptb@example.com,"Nov 8, 1983",United States,Philadelphia,19101,874 Dbracptb St,2013-01-07,family,medium
4154,Wjdijl,Ktxhtjvh,+82-718-9507,wjdijl.ktxhtjvh@example.com,"Sep 15, 1971",United States,Los Angeles,90001,62 Ktxhtjvh St,2014-10-12,frequent_shopper,medium
4158,Qjhdbu,Jujewhfc,+86-261-5944,qjhdbu.jujewhfc@example.com,"Aug 25, 1965",United States,Philadelphia,19101,542 Jujewhfc St,2014-09-10,established,high
4167,Qulkph,Pzscipcd,+68-382-2536,qulkph.pzscipcd@example.com,"Feb 6, 1984",Canada,Winnipeg,R2C 0A1,852 Pzscipcd St,2013-06-15,occasional,low
4170,Fatkxw,Ahrkptek,+79-853-7961,fatkxw.ahrkptek@example.com,"Jan 5, 1952",United States,San Jose,95101,876 Ahrkptek St,2013-02-23,occasional,medium
4179,Zlcuyi,Pbkaxobk,+78-949-7419,zlcuyi.pbkaxobk@example.com,"Jan 13, 1977",United States,San Jose,95101,820 Pbkaxobk St,2014-01-02,family,medium
4181,Kaupal,Qgylkhiu,+92-598-6329,kaupal.qgylkhiu@example.com,"Aug 17, 1972",Canada,Edmonton,T5A 0A1,679 Qgylkhiu St,2013-03-14,frequent_shopper,medium
4184,Ehxfbz,Jdunfoor,+63-511-8245,ehxfbz.jdunfoor@example.com,"May 14, 1952",United States,Chicago,60601,746 Jdunfoor St,2013-02-12,established,medium
4190,Xselwz,Cafsevau,+51-126-8765,xselwz.cafsevau@example.com,"Nov 12, 1954",United States,San Diego,92101,456 Cafsevau St,2013-07-31,occasional,medium
4191,Cpysid,Gdfdqpvi,+76-746-1048,cpysid.gdfdqpvi@example.com,"Dec 8, 1979",Canada,Toronto,M5A 1A1,14 Gdfdqpvi St,2015-01-27,young_professional,high
4202,Kiucxi,Razjwlfw,+50-692-1035,kiucxi.razjwlfw@example.com,"Aug 3, 1989",Canada,Quebec City,G1A 0A1,831 Razjwlfw St,2013-02-16,family,low
4206,Kjljqs,Iqoqdhcx,+51-882-2082,kjljqs.iqoqdhcx@example.com,"Sep 11, 1959",Canada,Vancouver,V5K 0A1,843 Iqoqdhcx St,2013-03-10,occasional,low
4208,Afxxkc,Icmzogql,+73-759-6090,afxxkc.icmzogql@example.com,"Mar 28, 1985",Canada,Ottawa,K1A 0A1,943 Icmzogql St,2013-07-22,young_professional,medium
4212,Gkcrsn,Kyemjgpt,+86-886-8054,gkcrsn.kyemjgpt@example.com,"Oct 27, 2003",Canada,Ottawa,K1A 0A1,688 Kyemjgpt St,2013-11-10,young_professional,medium
4217,Ltqvap,Vgwjxnab,+73-197-5578,ltqvap.vgwjxnab@example.com,"Jan 5, 1977",United States,Chicago,60601,744 Vgwjxnab St,2014-08-29,frequent_shopper,very_high
4218,Fmvozr,Srbnqpyq,+43-908-4646,fmvozr.srbnqpyq@example.com,"Oct 15, 1995",Canada,Calgary,T1Y 0A1,823 Srbnqpyq St,2014-07-04,family,medium
4233,Ofcqyi,Yochyebs,+32-366-9810,ofcqyi.yochyebs@example.com,"May 10, 1986",Canada,Quebec City,G1A 0A1,332 Yochyebs St,2013-11-15,occasional,medium
4247,Eypnaz,Limudtxr,+60-233-8142,eypnaz.limudtxr@example.com,"Dec 11, 1992",United States,San Jose,95101,630 Limudtxr St,2015-04-13,frequent_shopper,medium
4255,Nburxm,Edrxtmzk,+39-955-6556,nburxm.edrxtmzk@example.com,"May 7, 1981",United States,Dallas,75201,187 Edrxtmzk St,2015-02-15,family,low
4262,Oumgar,Pwniedoz,+45-368-2522,oumgar.pwniedoz@example.com,"Jul 10, 1973",Canada,Vancouver,V5K 0A1,999 Pwniedoz St,2013-03-14,young_professional,medium
4267,Tflvjv,Fuqcdnyk,+47-225-3538,tflvjv.fuqcdnyk@example.com,"Sep 20, 1955",Canada,Kitchener,N2A 0A1,7 Fuqcdnyk St,2013-10-22,established,medium
4274,Uxmxah,Aduqlkaw,+43-767-7106,uxmxah.aduqlkaw@example.com,"Dec 27, 1970",Canada,Vancouver,V5K 0A1,863 Aduqlkaw St,2014-11-25,frequent_shopper,high
4276,Ksywcx,Skwvpagp,+67-225-8478,ksywcx.skwvpagp@example.com,"Jan 21, 1960",United States,Philadelphia,19101,958 Skwvpagp St,2013-07-06,occasional,medium
4278,Lwcdof,Isruystb,+48-189-2140,lwcdof.isruystb@example.com,"Dec 19, 1955",Canada,Quebec City,G1A 0A1,597 Isruystb St,2013-12-29,occasional,medium
4281,Btixrf,Lqrkuplk,+81-202-4145,btixrf.lqrkuplk@example.com,"Sep 12, 1966",Canada,Quebec City,G1A 0A1,908 Lqrkuplk St,2014-11-11,occasional,medium
4294,Hdglgf,Jjvaxpho,+60-794-3424,hdglgf.jjvaxpho@example.com,"Jun 2, 1950",Canada,Edmonton,T5A 0A1,754 Jjvaxpho St,2014-07-03,established,high
4300,Hkwzhy,Zomimaqg,+38-906-2967,hkwzhy.zomimaqg@example.com,"Jan 17, 1992",Canada,Montreal,H1A 0A1,966 Zomimaqg St,2013-03-04,family,medium
4302,Slqmdp,Yeddlhqr,+83-362-5167,slqmdp.yeddlhqr@example.com,"Oct 11, 2005",United States,New York,10001,539 Yeddlhqr St,2013-07-04,young_professional,medium
4307,Tmruol,Aotggrfu,+93-753-3466,tmruol.aotggrfu@example.com,"Oct 14, 1993",Canada,Hamilton,L8E 0A1,579 Aotggrfu St,2013-05-15,family,low
4308,Focvdw,Azckpbqr,+76-272-9560,focvdw.azckpbqr@example.com,"Nov 6, 1957",Canada,Edmonton,T5A 0A1,137 Azckpbqr St,2013-07-26,occasional,medium
